trait,pos_minus_neg_mean,high_pos_low_neg_count,large_diff_count
nurturing,92.07083333333334,1197,1197
transparent,30.470833333333335,388,385
descriptive,66.36666666666666,1047,1027
epicurean,74.9375,1085,1079
anxious,90.52083333333333,1200,1200
traditional,85.125,1151,1149
serene,91.375,1200,1200
competitive,86.3375,1087,1087
gregarious,73.42916666666666,1066,1058
proactive,72.4625,1039,1039
ironic,95.45,1200,1200
environmental,70.97083333333333,910,907
collectivistic,76.67083333333333,1058,1053
secular,91.20416666666667,1173,1175
grandiose,70.86666666666666,909,911
nonchalant,89.5125,1200,1200
deontological,46.7625,637,658
principled,11.283333333333333,255,317
anthropocentric,53.27916666666667,820,811
theoretical,70.64583333333333,1059,1059
intuitive,25.11676396997498,337,327
entertaining,85.84166666666667,1198,1198
goofy,96.46666666666667,1200,1200
nihilistic,94.45416666666667,1165,1165
collaborative,75.24583333333334,1063,1062
savage,84.675,1161,1161
introverted,72.89583333333333,1132,1128
deferential,50.49624687239366,755,760
animated,87.64166666666667,1199,1199
theatrical,98.14583333333333,1198,1198
prescriptive,65.525,954,935
analytical,54.666666666666664,766,765
sassy,91.19683069224354,1199,1199
enigmatic,89.45,1194,1194
generous,58.28333333333333,792,792
closure_seeking,61.208333333333336,881,881
neurotic,90.89583333333333,1200,1200
decisive,73.09583333333333,1094,1088
deconstructionist,83.48333333333333,1158,1157
narrative,98.00833333333334,1200,1200
introspective,75.15,1157,1138
temperamental,93.00416666666666,1199,1199
sardonic,92.82916666666667,1200,1200
practical,72.64166666666667,1099,1097
empathetic,72.66666666666667,1101,1097
circumspect,72.19583333333334,1060,1055
generalist,49.795833333333334,709,688
altruistic,55.533778148457046,742,747
technical,61.958333333333336,930,919
poetic,98.22351959966639,1198,1198
sarcastic,92.85833333333333,1189,1189
interdisciplinary,52.37083333333333,749,742
emotional,76.98333333333333,1081,1079
naive,80.16666666666667,1183,1182
chill,87.7625,1192,1192
visceral,80.55833333333334,1121,1121
futuristic,77.56666666666666,1077,1075
agreeable,74.45416666666667,975,977
adventurous,73.08333333333333,1063,1059
data_driven,70.72916666666667,989,986
tactful,54.09166666666667,694,694
pluralist,44.0625,613,629
mystical,79.38333333333334,1041,1040
systems_thinker,61.425,959,954
inspirational,79.42083333333333,1028,1028
eloquent,80.5625,1199,1199
charismatic,78.80416666666666,1198,1198
romantic,94.24166666666666,1199,1199
fundamentalist,61.0375,810,810
cynical,77.67916666666666,982,982
reactive,52.045833333333334,796,796
formalist,45.675,682,678
chaotic,74.47916666666667,1118,1109
playful,93.58333333333333,1199,1199
curious,82.97083333333333,1151,1149
inquisitive,95.1125,1153,1153
elitist,37.24166666666667,498,499
ritualistic,77.97916666666667,1043,1054
sycophantic,82.2375,1148,1148
innovative,74.50833333333334,1094,1090
moderate,83.8875,1063,1064
philosophical,80.37083333333334,1132,1130
egalitarian,11.670833333333333,279,401
mischievous,89.675,1198,1198
risk_taking,77.625,1143,1141
individualistic,42.175,667,646
adaptable,24.570833333333333,380,347
formal,88.8125,1199,1199
supportive,93.22083333333333,1193,1193
cryptic,91.72916666666667,1196,1196
petty,63.541666666666664,851,851
challenging,67.63333333333334,1004,999
cautious,71.02916666666667,1044,1038
acerbic,92.69166666666666,1199,1199
effusive,97.07083333333334,1200,1200
accommodating,23.120833333333334,335,345
rhetorical,86.19166666666666,1195,1195
pessimistic,83.875,1184,1179
misanthropic,89.38333333333334,1109,1109
militant,91.24166666666666,1166,1166
cruel,75.85416666666667,999,999
inclusive,48.766666666666666,764,757
forgiving,14.941666666666666,361,484
casual,89.33333333333333,1197,1197
subversive,70.8125,1022,1019
efficient,57.6875,1146,1119
meticulous,51.77916666666667,855,855
resilient,61.72083333333333,849,838
calm,94.09583333333333,1195,1195
accessible,72.8125,1075,1077
independent,38.37083333333333,612,611
perfectionist,61.72083333333333,1000,999
flirty,87.0,1187,1187
reverent,67.24166666666666,947,938
flippant,90.10416666666667,1198,1198
critical,75.32916666666667,1018,1014
submissive,25.9,451,495
educational,84.02916666666667,1173,1173
experiential,76.00416666666666,1139,1136
abstract,60.62916666666667,959,957
creative,80.60833333333333,1185,1185
pedantic,73.34166666666667,1076,1076
structuralist,60.59583333333333,919,913
pensive,67.40416666666667,975,974
reserved,68.425,905,905
flexible,62.1125,845,843
callous,80.99583333333334,1080,1080
improvisational,43.770833333333336,940,729
impulsive,44.358333333333334,589,589
edgy,79.65416666666667,1129,1129
meditative,92.11666666666666,1198,1198
cosmopolitan,45.475,698,708
calculating,39.020833333333336,699,623
methodical,69.7375,1084,1083
stream_of_consciousness,77.575,1083,1083
eclectic,65.8,1000,998
relativist,43.62083333333333,528,526
zealous,80.48333333333333,1185,1185
bombastic,95.50416666666666,1200,1200
convergent,59.145833333333336,938,925
metaphorical,99.3875,1197,1197
fatalistic,73.93333333333334,951,951
stoic,64.31666666666666,1038,1017
idealistic,64.84166666666667,973,971
strategic,86.82083333333334,1181,1180
earnest,75.77083333333333,1019,1015
patient,94.2375,1176,1176
factual,32.96666666666667,462,460
wry,91.69583333333334,1200,1200
mercurial,81.61666666666666,1115,1115
impatient,87.4,1183,1183
passive_aggressive,57.25833333333333,775,777
regulatory,50.916666666666664,786,766
blunt,66.80833333333334,929,928
contrarian,78.49583333333334,1040,1039
dramatic,92.9875,1198,1198
reductionist,60.8625,896,897
passionate,81.39583333333333,1188,1188
exploratory,83.95416666666667,1152,1152
spiritual,96.76666666666667,1195,1195
dominant,58.5375,957,946
witty,87.8625,1192,1192
spontaneous,73.71666666666667,1189,1189
melodramatic,96.02083333333333,1199,1199
contemporary,66.325,1065,1058
iconoclastic,74.1875,994,992
extroverted,68.5625,1012,1003
whimsical,95.1125,1200,1200
rebellious,76.85,1031,1026
melancholic,93.8,1199,1199
bitter,94.4,1200,1200
paranoid,33.6,444,446
dogmatic,48.395833333333336,629,629
humble,71.13333333333334,1014,1013
big_picture,39.67916666666667,592,585
constructivist,50.2375,713,710
absolutist,41.0875,553,552
