feature_id,link,claude_desc
2102,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2102,"Punctuation marks and connecting words that serve as juncture points between clauses or concepts, often introducing explanatory information or transitioning to a new related topic."
2221,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2221,
2315,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2315,"Empty elements or delimiters that serve as navigation, content separators, or UI components in digital documents and websites."
2344,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2344,"Structural elements in narrative text that signal scene transitions, perspective shifts, or formatting breaks between content sections."
2581,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2581,"Speech attribution verbs (said, says, wrote, explained, etc.) that appear after a quotation and a speaker, typically marking the boundary between quoted speech and narrative text."
2635,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2635,"Function words and terms that introduce, connect, or qualify opinions, decisions, and stances in formal discussions or written discourse."
2682,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2682,"Mathematical notation and terminology, particularly those related to operations with variables, fractions, and polynomials in educational contexts."
2801,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2801,"Common connecting words and phrases that link ideas, modify statements, or introduce examples within sentences."
2867,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/2867,"Terms related to online publishing and web content, particularly ""blog"" and other website elements that appear in context of digital content creation or site navigation."
3005,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3005,"Question marks at the end of interrogative sentences, often appearing before a transition to a new speaker or thought."
3099,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3099,
3224,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3224,"Words that appear immediately after numbering in structured documents, typically serving as section headings or the beginning of numbered points in formal texts."
3269,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3269,"Website structural and metadata elements appearing in webpage templates, including attribution notices, navigation controls, and content management system components."
3550,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3550,"Basic punctuation marks and structural text elements that separate content units, particularly periods at sentence endings and hyphens connecting compound terms."
3576,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3576,"Function words and connecting phrases that maintain text coherence, particularly at sentence transitions or when introducing qualifications to previous statements."
3717,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3717,"A newline character that serves as a separator between different sections of content, often appearing between a concluding statement and the beginning of a new element like a username, timestamp, section heading, or attribution."
3855,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/3855,"Document formatting tokens that indicate section boundaries, paragraph breaks, or the end of numbered sections in structured text."
4043,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4043,"Transitional phrases and verbs that introduce explanations, descriptions, or references in technical or instructional documents."
4065,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4065,
4139,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4139,
4282,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4282,"Commonly used programming or technical documentation elements including code examples, syntax descriptions, implementation references, function calls, and explanatory statements that demonstrate or clarify code functionality."
4397,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4397,"Formatting elements like spaces, punctuation marks, and individual digits that serve as connectors or separators in structured text such as dates, addresses, and titles."
4520,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4520,"Subject pronouns, person references, or functional words that introduce new entities or topics, often appearing at sentence beginnings or clause boundaries where a shift in focus occurs."
4541,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4541,"Tokens that mark document structure transitions, including paragraph breaks, sentence boundaries, numbers in dates, and short function words that often appear at these transition points."
4563,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4563,"Metadata or formatting elements appearing at the beginning of documents, including timestamps, numeric identifiers, status indicators, and structural formatting markers."
4574,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4574,"Various text elements with no single unifying pattern, including dates, times, numbers, punctuation, place names, content words and function words."
4616,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4616,"Whitespace and formatting characters that serve as delimiters or separators in structured text, particularly between data entries in tabular formats or as part of standardized document templates."
4636,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4636,"Tokens that appear in informal online text formats such as blog comments, forum posts, and article snippets, often marking transitions between content and metadata or serving grammatical connection functions."
4676,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4676,"Words or phrases that often represent content being posted, shared, referenced or described in formal documents or online contexts."
4700,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4700,"Words that complete or advance a thought, typically content-carrying parts of speech (nouns, verbs) appearing before punctuation or paragraph transitions."
4701,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4701,"Line break or paragraph boundary marker in online text that separates distinct content sections, comments, or entries."
4730,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4730,"Technical terms, domain-specific vocabulary, or key concepts that carry precise meaning within particular contexts such as business, computing, statistics, or grammar."
4905,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4905,"Short text segments including abbreviations, punctuation marks, word fragments, and connecting elements that often appear in formatted text like headlines, citations, or special document sections."
4934,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/4934,"Academic citation and reference formatting elements including author indicators, year markers, punctuation, and scholarly text conventions typical of scientific literature."
5084,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5084,"Nouns, pronouns, and technical terms that function as key entities or components within systems, often appearing before punctuation or at clause boundaries."
5097,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5097,"Important content-specific keywords that define the subject matter of their respective texts, appearing across various domains including medical, technical, social, and geographical contexts."
5155,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5155,"Punctuation marks, formatting elements, and common connecting words that appear in online forum or blog text, especially around dates, user information, and post metadata."
5158,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5158,"Tokens that serve transitional or concluding functions in sentences, including punctuation, connecting words, and phrase-completing elements."
5338,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5338,"Content words that serve as central meaning carriers within their contexts, often appearing at transition points or as key elements in various text types."
5349,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5349,"Academic terms related to educational materials, particularly in mathematics, science, and formal study concepts. Many examples feature punctuation following educational terminology, with commas and other punctuation marks appearing after technical terms, especially when listing related concepts."
5377,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5377,"Words that function as category or classification terms across various document types, often serving as descriptive labels or identifiers in structured information."
5445,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5445,"Words and phrases that describe or connect steps in procedural, instructional, or explanatory content, particularly in technical or educational contexts."
5525,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5525,"Common nouns or adjectives that follow determiners and specify categories, classifications, or technical concepts, often at sentence boundaries or after punctuation."
5539,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5539,"Content that carries specific information relevant to the surrounding context, including entities, technical terms, timeframes, locations, and descriptive details critical to the document's meaning."
5617,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5617,"Text from instructional or tutorial content containing elements that provide guidance, demonstrations, or explanatory details about how to perform tasks or understand processes."
5985,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/5985,"Common connecting words and relational terms that bridge between concepts, complete idiomatic expressions, or establish comparative relationships between entities."
6158,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6158,"Commas used as delimiters in lists, catalogs, bibliographic entries, and structured data formats."
6180,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6180,"Specific nouns that define the topic, context, or domain of the surrounding text, often representing important categorizing elements like professions, places, activities, or creative works."
6198,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6198,Single-word action verbs that typically function as clickable elements or navigation options in digital interfaces.
6206,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6206,"Names or identifiers of speakers in transcripts, often appearing before or after dialogue, including roles (like ""PRESIDENT"", ""Pilot""), surnames, or speaker designations (""MALE"", ""A"", ""DW"")."
6222,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6222,"Line breaks, punctuation marks, and formatting characters that serve as structural boundaries between different elements of text."
6584,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6584,"Content referring to examining, learning from, or observing examples, work, or information created by others."
6609,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6609,"Important segments of text containing key information units such as entities, technical terms, descriptive phrases, or structural components across various document types."
6792,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6792,"Text discussing differences, contrasts, or distinctions between entities, concepts, or measurements."
6802,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/6802,"Various content-rich segments spanning multiple domains, with no single unifying characteristic other than being substantive information-bearing parts of text."
7054,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7054,"Structural text elements that serve as formatting bridges between different content sections, often appearing around parentheses, measurements, technical specifications, or HTML-like markup."
7108,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7108,
7256,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7256,"Words representing digital content that can be copied, transferred, or manipulated in computing contexts, often referring to text or data being moved between systems or interfaces."
7336,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7336,"Website navigation elements, section headers, and content category labels that appear in webpage structural formatting."
7478,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7478,"Common function words, contractions, spaces, or punctuation that serve as grammatical connectors between content-bearing words in various text formats."
7582,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7582,"Punctuation and formatting delimiters that separate distinct content sections in digital publications, marking transitions between articles, posts, or content blocks."
7666,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7666,"Words that identify relationships between people, organizations, or entities in news and reporting contexts, including affiliations, possessives, and identity markers."
7672,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7672,
7720,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7720,"Text discussing language acquisition, linguistic features, communication barriers, or the social aspects of language use."
7856,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7856,"The word ""novel"" referring to a work of fiction literature, appearing in contexts related to book descriptions, literary discussions, or references to authors and their written works."
7976,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/7976,"End-of-statement punctuation marks or final phrases that occur before a transition to new text, often preceding a new speaker or paragraph."
8008,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8008,"Personal pronouns, proper names, possessive determiners, or tokens that complete words/phrases when combined with adjacent text."
8041,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8041,
8145,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8145,"Website and document navigation elements, headers, and content labels that appear in structured digital content like menus, section titles, and navigation bars."
8161,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8161,"Punctuation and formatting elements that serve as content boundaries or section transitions in structured text like business listings, event information, or website content."
8178,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8178,
8204,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8204,"A delimiter that marks the transition point between the end of one content section and the beginning of a new headline, title, or content section."
8212,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8212,"Common phrases where authors express personal opinions, decisions, positions, or states of being."
8217,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8217,"Sentence boundaries, transitional phrases, and first-person opinion markers that connect different parts of online forum or comment text."
8229,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8229,"Words or numbers that begin new paragraphs, sections, or entries in structured documents, often representing transition points in the text."
8261,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8261,
8358,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8358,"Wiki-specific markup, editorial elements, and formatting syntax used in collaborative online content platforms."
8417,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8417,
8428,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8428,"Common words and phrases that serve grammatical or descriptive functions within sentences, including nouns representing entities, function words, and punctuation that connects clauses."
8642,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8642,"Short tokens appearing in diverse contexts without a consistent pattern - includes parts of proper names, function words, fragments of words, numbers, and occasional punctuation marks."
8707,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8707,"Small functional words (articles, pronouns, prepositions) and punctuation marks that create syntactic connections between different parts of text."
8987,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/8987,"Verbs and phrases related to communication, explanation, and response in dialogue or written discourse."
9011,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9011,"Nouns representing information containers or categorization terms that introduce, organize, or label content that follows."
9063,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9063,"Words related to providing or requesting recommendations, suggestions, or preferences in informal online communication contexts."
9072,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9072,
9235,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9235,Punctuation marks and connecting phrases that signal questions or explanatory content in text.
9368,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9368,"Punctuation marks, names, and discourse elements that structure the beginning or end of messages in online communication, often appearing at transitions between message components."
9453,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9453,Domain-specific nouns or technical terms that provide precise meaning within specialized contexts.
9466,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9466,"Descriptive or referential phrases in technical documentation, often used when introducing examples, figures, or specific instances of a concept."
9471,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9471,"Content-bearing nouns, proper names, and specialized terminology that carry specific meaning within their contexts."
9528,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9528,"Discourse markers and connecting words that signal transitions between ideas, qualifications, or the introduction of advice in question-answer contexts."
9553,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9553,
9640,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9640,"Academic and intellectual terminology related to theoretical frameworks, models, systems, and abstract concepts, typically appearing in scholarly or educational contexts."
9651,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9651,"Verbs and related words that introduce statements, beliefs, arguments, or conclusions in formal or intellectual discourse."
9702,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9702,
9708,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9708,"Common structural elements in digital text that serve formatting, referencing, or categorization purposes, including punctuation marks, single-digit numbers, connecting words, and content identifiers."
9864,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9864,"Single words appearing at the beginning of content blocks that function as metadata tags, content identifiers, or structural elements in digital text formats."
9865,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9865,"Common functional words that serve as connectors, modifiers, or contextual markers within sentences."
9921,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9921,
9977,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/9977,"Text segments that introduce, define, clarify or explain the meaning of terms and concepts, often containing definitional markers and explanatory phrases."
10334,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10334,"Punctuation marks or line breaks that separate text segments, typically marking the end of one thought and the beginning of another in online discourse."
10429,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10429,"Document formatting and structural elements including chapter markers, section numbers, punctuation at section breaks, and organizational dividers."
10433,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10433,"References to Brazil, Brazilian locations, names, or Portuguese language elements appearing in various contexts."
10448,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10448,"Function words and grammatical elements that provide sentence structure, along with punctuation and transitional phrases that connect ideas and maintain text coherence."
10504,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10504,
10513,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10513,
10699,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10699,"Common grammatical function words (articles, prepositions, pronouns, auxiliary verbs) that connect or modify content words in English text."
10714,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10714,"Individual tokens appearing in diverse contexts, primarily at phrase boundaries, completing words, or preceding punctuation marks."
10814,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10814,"Short tokens that appear after periods in digital content such as file extensions, domain names, content identifiers, or abbreviated notation in technical/web contexts."
10865,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/10865,"Punctuation marks, connecting words, and formatting elements that appear in bibliographic references, legal documents, and formal content. Common elements include periods, commas, spaces between date components, articles like ""the"" and ""a"", and document section identifiers."
11105,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11105,"Technology and media-related terminology appearing in various contexts, particularly words relating to digital communication, online content, and display technologies."
11124,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11124,"Common functional elements of text including punctuation marks, connecting words, possessives, question markers, and numerical indicators that provide grammatical structure or contextual information."
11358,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11358,"HTML/XML attribute names or metadata field identifiers appearing in structured document markup, typically defining properties or categories."
11362,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11362,"A space character that separates parts of text, often appearing between numbers and text or between different sections in structured content like citations, dates, or formatted documents."
11382,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11382,Common grammatical function words and connective elements that provide structural support in sentences.
11583,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11583,"Fragments of text from multilingual bibliographic databases, catalogs, and digital repositories, often representing metadata elements or formatting components."
11690,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11690,"Words referring to miniature representations, collectible items, or hobby models that people build, display or collect."
11876,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11876,"Section or heading transition markers in formatted documents, appearing between content categories or at the start of a new topical section."
11899,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/11899,"Common connector words and pronouns that appear in quoted speech, explanations, or expressions of personal stance in conversational text."
12163,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12163,"Common elements in online forum and message board text formatting, including contractions, date/time indicators, punctuation marks, and post structure indicators."
12174,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12174,"Common function words and grammatical elements that connect parts of sentences, including articles, prepositions, pronouns, and basic conjunctions."
12218,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12218,"Common text separators, connectors, and punctuation marks that structure information flow between different content elements."
12372,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12372,"Words that serve as connecting elements or identifiers within larger text structures, often appearing in formal titles, proper names, dates, or technical references."
12451,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12451,"Special characters and syntax markers in programming code or HTML, particularly semicolons, brackets, and formatting elements that indicate structure boundaries."
12562,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12562,"Words that appear at the beginning of new content sections, headings, or paragraph breaks in structured documents."
12609,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12609,"Function words and punctuation that connect clauses or sentences, particularly those that qualify statements, create transitions, or mark sentence boundaries."
12693,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/12693,"Common auxiliary verbs and copulas (is, am, are, do, can) and their contractions that form part of emphatic assertions or denials in conversational text."
13042,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13042,"Initial words that begin sentences or statements after structural text breaks like timestamps, usernames, or paragraph boundaries in online content."
13055,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13055,"Special characters or short tokens that appear in multilingual content, often at transition points between languages or in structured metadata."
13370,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13370,"Common functional words or punctuation that serve as connectors, transition markers, or information providers in various contexts."
13440,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13440,"Tokens that appear at structural boundaries in documents, often marking the transition between sections, paragraphs, or distinct content elements."
13607,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13607,"Common function words that create relationships between concepts, particularly prepositions like ""to"" that indicate direction, transition, or comparison, and linking verbs that connect subjects with their attributes."
13647,https://www.neuronpedia.org/gemma-2-9b/20-gemmascope-res-131k-l0_32plus/13647,"Transitional words, punctuation, and phrases that introduce or connect to lists, specific items, or enumerated information in text."
