name,label,role_type,default_similarity,contrast_similarity,trait_score
trainer,role,pos_3,0.98199683,0.22356857,
planner,role,pos_3,0.981953,0.24145173,
doctor,role,pos_3,0.98160243,0.21722697,
grader,role,pos_2,0.98148894,0.24898323,
screener,role,pos_3,0.98125404,0.22065395,
summarizer,role,pos_2,0.98091626,0.28299475,
producer,role,pos_3,0.98082715,0.18639615,
specialist,role,pos_3,0.980827,0.1959968,
debugger,role,pos_3,0.98066103,0.20036723,
mediator,role,pos_3,0.9804457,0.19502683,
facilitator,role,pos_3,0.9803438,0.20662746,
observer,role,pos_3,0.9801197,0.1774728,
summarizer,role,pos_3,0.9800679,0.28367725,
validator,role,pos_3,0.98001784,0.21667804,
strategist,role,pos_2,0.97984195,0.23181567,
collaborator,role,pos_3,0.9797786,0.19568695,
recruiter,role,pos_3,0.97963804,0.20354828,
journalist,role,pos_3,0.97951764,0.18008927,
strategist,role,pos_3,0.9792727,0.2184043,
marketer,role,pos_3,0.9791889,0.20658448,
reporter,role,pos_3,0.9791346,0.17488073,
examiner,role,pos_2,0.97906506,0.24805062,
negotiator,role,pos_3,0.97901183,0.18509981,
generalist,role,pos_3,0.9789286,0.18145509,
grader,role,pos_3,0.9788672,0.21430442,
forecaster,role,pos_3,0.9788435,0.1915295,
peacekeeper,role,pos_3,0.97881615,0.1768313,
examiner,role,pos_3,0.97772706,0.21315333,
sociologist,role,pos_3,0.97767466,0.19847713,
emissary,role,pos_3,0.9774682,0.15445572,
guardian,role,pos_3,0.97745824,0.14800155,
synthesizer,role,pos_3,0.9772748,0.15484026,
librarian,role,pos_3,0.97700715,0.17829007,
designer,role,pos_3,0.97698826,0.17524205,
engineer,role,pos_3,0.97663796,0.19222991,
critic,role,pos_3,0.97610927,0.14142558,
moderator,role,pos_2,0.9759521,0.25280195,
ambassador,role,pos_3,0.9757972,0.15801428,
scheduler,role,pos_3,0.975702,0.19567561,
entrepreneur,role,pos_3,0.97545826,0.17190126,
proofreader,role,pos_2,0.97541916,0.23041883,
witness,role,pos_3,0.9752255,0.13602634,
tutor,role,pos_2,0.9752029,0.21660858,
guide,role,pos_2,0.9749762,0.23929687,
moderator,role,pos_3,0.9749405,0.208121,
lawyer,role,pos_3,0.9748273,0.2001095,
secretary,role,pos_3,0.9745597,0.21238557,
collector,role,pos_2,0.9744135,0.23124379,
technologist,role,pos_3,0.97416353,0.16606231,
scheduler,role,pos_2,0.9738786,0.23325294,
dispatcher,role,pos_3,0.9738065,0.17066011,
instructor,role,pos_2,0.9736191,0.2284576,
networker,role,pos_3,0.97358024,0.16627024,
counselor,role,pos_3,0.9734034,0.19286984,
prodigy,role,pos_3,0.97325265,0.13860956,
robot,role,pos_2,0.9730434,0.21577291,
scientist,role,pos_3,0.9729974,0.18965074,
translator,role,pos_2,0.9723097,0.1766293,
realist,role,pos_2,0.97226954,0.21482454,
polymath,role,pos_3,0.9722097,0.16073805,
psychologist,role,pos_3,0.97206736,0.21844003,
counselor,role,pos_2,0.9720381,0.21184486,
facilitator,role,pos_2,0.9717883,0.23901899,
observer,role,pos_2,0.97156227,0.20331806,
swarm,role,pos_2,0.9714905,0.15208824,
programmer,role,pos_3,0.9713861,0.16598107,
therapist,role,pos_3,0.97119635,0.19728716,
debugger,role,pos_2,0.9711578,0.23980214,
auditor,role,pos_3,0.9711129,0.19353406,
cosmopolitan,role,pos_2,0.9707193,0.16172381,
polymath,role,pos_2,0.9706249,0.17269064,
judge,role,pos_3,0.97056633,0.15321805,
critic,role,pos_2,0.9704668,0.15699378,
virus,role,pos_2,0.97031134,0.16339302,
networker,role,pos_2,0.96967065,0.21282503,
pragmatist,role,pos_3,0.96962994,0.1873505,
librarian,role,pos_2,0.96958953,0.24547653,
writer,role,pos_3,0.9694644,0.09074359,
accountant,role,pos_3,0.9692547,0.17817427,
detective,role,pos_3,0.96892315,0.13255854,
scholar,role,pos_3,0.968546,0.14194396,
blogger,role,pos_3,0.9684392,0.122544885,
student,role,pos_3,0.9684002,0.19804823,
optimist,role,pos_2,0.9682654,0.17576621,
proofreader,role,pos_3,0.9674437,0.17178002,
futurist,role,pos_3,0.96729946,0.16187981,
economist,role,pos_3,0.96685433,0.18394893,
navigator,role,pos_3,0.96672946,0.13038646,
anthropologist,role,pos_3,0.9666073,0.14851052,
pharmacist,role,pos_3,0.966376,0.18385935,
visionary,role,pos_2,0.9662545,0.11149803,
destroyer,role,pos_2,0.966169,0.14534056,
pragmatist,role,pos_2,0.96612865,0.20041297,
archivist,role,pos_3,0.96604764,0.13328339,
translator,role,pos_3,0.96582365,0.13621984,
curator,role,pos_3,0.9655002,0.11035489,
altruist,role,pos_2,0.96467143,0.1683159,
perfectionist,role,pos_2,0.9643157,0.15465553,
novelist,role,pos_2,0.96363986,0.09000489,
nutritionist,role,pos_3,0.96241695,0.19063711,
dispatcher,role,pos_2,0.9623293,0.19474915,
linguist,role,pos_2,0.96138245,0.18976888,
interviewer,role,pos_2,0.9611717,0.19997162,
cyborg,role,pos_3,0.96096396,0.12107614,
scout,role,pos_3,0.96081805,0.09648539,
collector,role,pos_3,0.9607332,0.09765479,
cyborg,role,pos_2,0.96044785,0.17944676,
statistician,role,pos_3,0.9602574,0.17480631,
realist,role,pos_3,0.9601683,0.17683372,
navigator,role,pos_2,0.9601203,0.20298801,
cosmopolitan,role,pos_3,0.959792,0.09608409,
skeptic,role,pos_2,0.9596933,0.17363414,
therapist,role,pos_2,0.9596417,0.23173225,
biologist,role,pos_3,0.9591718,0.116275735,
healer,role,pos_3,0.9587429,0.11737868,
visionary,role,pos_3,0.9586287,0.09051267,
graduate,role,pos_3,0.95849127,0.16829658,
coordinator,role,pos_2,0.95838815,0.23097397,
historian,role,pos_3,0.9583357,0.120941065,
geographer,role,pos_3,0.95831794,0.13379394,
empath,role,pos_2,0.95796156,0.1167642,
architect,role,pos_3,0.95774317,0.13847229,
merchant,role,pos_3,0.957164,0.08907095,
screener,role,pos_2,0.9571046,0.24071153,
theorist,role,pos_3,0.956908,0.13095008,
paramedic,role,pos_3,0.95669216,0.15399949,
teacher,role,pos_2,0.95625484,0.19152625,
hacker,role,pos_2,0.9555726,0.12302613,
veterinarian,role,pos_3,0.9555685,0.16340949,
expatriate,role,pos_3,0.95531046,0.1464496,
zeitgeist,role,pos_3,0.9547455,0.06421479,
caregiver,role,pos_3,0.95473546,0.1394167,
altruist,role,pos_3,0.9537472,0.12207254,
influencer,role,pos_3,0.9524082,0.15234877,
emissary,role,pos_2,0.95172054,0.19191901,
virtuoso,role,pos_3,0.9514513,0.03233628,
linguist,role,pos_3,0.9511629,0.13507983,
builder,role,pos_3,0.9510008,0.09725805,
idealist,role,pos_2,0.9502882,0.096357934,
mediator,role,pos_2,0.9497269,0.1895825,
cartographer,role,pos_3,0.9493026,0.09372948,
patient,role,pos_2,0.9491623,0.2269801,
peacekeeper,role,pos_2,0.94893426,0.18643476,
activist,role,pos_3,0.94827354,0.1400008,
prodigy,role,pos_2,0.9479975,0.11476098,
mathematician,role,pos_2,0.9477725,0.1542716,
tulpa,role,pos_3,0.94766015,0.053514503,
podcaster,role,pos_3,0.94748735,0.09784594,
chemist,role,pos_3,0.9473757,0.099653006,
philosopher,role,pos_2,0.94669104,0.10001948,
skeptic,role,pos_3,0.9463515,0.13712785,
mathematician,role,pos_3,0.9448508,0.099410996,
hybrid,role,pos_3,0.9446601,0.056060825,
philosopher,role,pos_3,0.94345605,0.056815896,
pilot,role,pos_3,0.94247216,0.12110919,
novelist,role,pos_3,0.9422057,0.009859271,
martyr,role,pos_2,0.9418381,0.07286206,
playwright,role,pos_3,0.9418358,0.040399764,
negotiator,role,pos_2,0.94173956,0.18334825,
survivor,role,pos_2,0.9412981,0.19142872,
conservator,role,pos_3,0.9409572,0.107499614,
optimist,role,pos_3,0.9409472,0.12057127,
physicist,role,pos_3,0.94087595,0.082328364,
symbiont,role,pos_3,0.9396846,0.060682576,
survivor,role,pos_3,0.939638,0.057361078,
ecosystem,role,pos_3,0.9395854,0.061640393,
perfectionist,role,pos_3,0.9393492,0.07929122,
narrator,role,pos_2,0.93928254,0.03240962,
journalist,role,pos_2,0.93858105,0.17293906,
minimalist,role,pos_2,0.9382192,0.09112582,
caregiver,role,pos_2,0.9381369,0.17083526,
destroyer,role,pos_3,0.9369418,0.035678435,
hive,role,pos_3,0.93680733,0.0513007,
devils_advocate,role,pos_2,0.93675685,0.12737702,
naturalist,role,pos_3,0.93664336,0.04085625,
pacifist,role,pos_3,0.9359729,0.09607458,
archaeologist,role,pos_3,0.9357473,0.0453934,
idealist,role,pos_3,0.93362045,0.046293136,
addict,role,pos_2,0.9333491,0.14472497,
evangelist,role,pos_3,0.9330668,0.0441805,
elder,role,pos_3,0.93255275,0.028473418,
hacker,role,pos_3,0.9324337,0.03753934,
parent,role,pos_3,0.9313266,0.14396465,
egregore,role,pos_3,0.931152,0.008066111,
chameleon,role,pos_3,0.9308916,0.015970174,
chameleon,role,pos_2,0.93043464,0.114794426,
maverick,role,pos_2,0.93005884,0.049486686,
robot,role,pos_3,0.92911136,0.15269852,
podcaster,role,pos_2,0.9291003,0.15994589,
angel,role,pos_3,0.9289293,0.022942517,
empath,role,pos_3,0.92878485,0.036508918,
shapeshifter,role,pos_3,0.9282814,0.00018531004,
dilettante,role,pos_2,0.92772025,0.064871825,
amateur,role,pos_2,0.92707413,0.19957593,
sage,role,pos_3,0.92641217,-0.013192519,
wanderer,role,pos_3,0.92417574,-0.03690127,
swarm,role,pos_3,0.92341036,0.014420958,
vegan,role,pos_3,0.92293715,0.11171627,
devils_advocate,role,pos_3,0.92192775,0.089701526,
actor,role,pos_3,0.9214753,-0.040799253,
loner,role,pos_2,0.92087275,0.11157811,
rebel,role,pos_2,0.92051625,0.036375247,
retiree,role,pos_3,0.9202125,0.082343265,
guru,role,pos_3,0.9201141,-0.019028062,
amateur,role,pos_3,0.9201135,0.13863032,
saboteur,role,pos_3,0.92003673,0.012874337,
pacifist,role,pos_2,0.9198882,0.065958634,
nomad,role,pos_3,0.9198703,-0.010412971,
avatar,role,pos_3,0.91848814,-0.024093945,
patient,role,pos_3,0.917925,0.12983932,
chef,role,pos_3,0.91712725,0.043247424,
improviser,role,pos_2,0.9171032,0.05547258,
fixer,role,pos_3,0.91693,0.0035652423,
romantic,role,pos_2,0.9166435,-0.002719869,
presenter,role,pos_2,0.91587335,0.18663402,
immigrant,role,pos_3,0.9158642,0.07159437,
minimalist,role,pos_3,0.91550946,0.06233265,
familiar,role,pos_3,0.91518134,-0.035385884,
dilettante,role,pos_3,0.9149531,0.004931114,
composer,role,pos_3,0.9146827,0.0010540107,
mechanic,role,pos_2,0.91365474,0.11192639,
virus,role,pos_3,0.91336465,0.02049791,
contrarian,role,pos_2,0.9129421,0.049889162,
photographer,role,pos_3,0.9100072,-0.013599661,
spy,role,pos_3,0.9095208,0.01424724,
refugee,role,pos_3,0.9089224,0.068412066,
veteran,role,pos_3,0.9086809,0.059103668,
artisan,role,pos_3,0.9080727,-0.02703613,
ancient,role,pos_3,0.90772295,-0.05445034,
mechanic,role,pos_3,0.9055996,0.061214603,
divorcee,role,pos_3,0.9050386,0.10114011,
celebrity,role,pos_3,0.9049226,0.062772304,
interviewer,role,pos_3,0.9048969,0.14435829,
sommelier,role,pos_3,0.9047021,0.028232532,
maverick,role,pos_3,0.9021615,6.103919e-05,
contrarian,role,pos_3,0.902114,0.041129205,
musician,role,pos_3,0.90129066,-0.026815023,
daredevil,role,pos_2,0.9009379,0.04606263,
narrator,role,pos_3,0.8998194,-0.07109102,
alien,role,pos_3,0.8993298,-0.031993687,
orphan,role,pos_3,0.89887774,0.064415805,
spirit,role,pos_3,0.8975849,-0.056028463,
widow,role,pos_3,0.89603996,0.04888332,
flaneur,role,pos_3,0.89308184,-0.08025623,
soldier,role,pos_3,0.8911989,0.031357203,
bartender,role,pos_3,0.89083916,0.033430524,
newlywed,role,pos_3,0.8901502,0.120462865,
chimera,role,pos_3,0.8889555,-0.07463353,
romantic,role,pos_3,0.8878448,-0.06137612,
loner,role,pos_3,0.8877082,0.008773812,
stoic,role,pos_3,0.8874532,-0.025841286,
improviser,role,pos_3,0.886707,-0.015243013,
traditionalist,role,pos_3,0.8861881,-0.0014062026,
trickster,role,pos_2,0.8861807,-0.06362589,
vigilante,role,pos_3,0.8847464,-0.030182352,
purist,role,pos_3,0.8837781,-0.033241518,
warrior,role,pos_3,0.88331485,-0.065532245,
simulacrum,role,pos_3,0.88328725,-0.054747164,
revolutionary,role,pos_3,0.88201326,0.0023709873,
anarchist,role,pos_3,0.8817056,0.025746765,
auctioneer,role,pos_3,0.8802961,-0.010735578,
homunculus,role,pos_3,0.88029516,-0.09608264,
dreamer,role,pos_3,0.87878925,-0.10002507,
martyr,role,pos_3,0.8781938,-0.04965931,
gamer,role,pos_3,0.87688047,0.008242156,
mystic,role,pos_3,0.87526655,-0.08318873,
comedian,role,pos_2,0.8743871,0.077422164,
pilgrim,role,pos_3,0.8740641,-0.09907423,
hedonist,role,pos_3,0.87395245,-0.03953977,
prophet,role,pos_3,0.8736727,-0.10306272,
wind,role,pos_3,0.8735132,-0.0791261,
provocateur,role,pos_2,0.87206817,-0.041348353,
oracle,role,pos_3,0.872035,-0.10429694,
exile,role,pos_3,0.87122995,-0.07535819,
ghost,role,pos_3,0.8709805,-0.11973467,
addict,role,pos_3,0.8705319,0.04132374,
aberration,role,pos_3,0.8686637,-0.10204371,
trickster,role,pos_3,0.86801046,-0.10522554,
predator,role,pos_3,0.867048,-0.07416878,
rebel,role,pos_3,0.867002,-0.032693777,
echo,role,pos_3,0.866393,-0.11565624,
shaman,role,pos_3,0.8663071,-0.08113644,
parasite,role,pos_3,0.866285,-0.054757643,
coral_reef,role,pos_3,0.8660604,-0.049372762,
whale,role,pos_3,0.8656742,-0.09869563,
bard,role,pos_3,0.8625756,-0.12173286,
revenant,role,pos_3,0.8618496,-0.11559355,
hermit,role,pos_3,0.8614982,-0.120372914,
witch,role,pos_3,0.8614818,-0.1165233,
grandparent,role,pos_3,0.8608688,0.032283228,
bohemian,role,pos_3,0.85623187,-0.10952805,
competitor,role,pos_3,0.8560161,0.00809078,
golem,role,pos_3,0.85335577,-0.113628834,
mycorrhizal,role,pos_3,0.852218,-0.07863347,
rogue,role,pos_3,0.85126,-0.105276905,
wraith,role,pos_3,0.8490691,-0.13986447,
provocateur,role,pos_3,0.83916533,-0.08092449,
genie,role,pos_3,0.8384063,-0.14291726,
provincial,role,pos_3,0.8381142,-0.00969779,
crystalline,role,pos_3,0.8379869,-0.09648308,
pirate,role,pos_3,0.835354,-0.03922553,
ascetic,role,pos_3,0.83463234,-0.124435954,
jester,role,pos_2,0.8335268,0.008781155,
poet,role,pos_3,0.83295023,-0.11865142,
surfer,role,pos_3,0.83074874,-0.03273545,
daredevil,role,pos_3,0.83065546,-0.047946837,
prey,role,pos_3,0.8292415,-0.026633766,
vampire,role,pos_3,0.8237702,-0.14999925,
prisoner,role,pos_3,0.8188768,0.014437676,
tree,role,pos_3,0.8185315,-0.1432307,
demon,role,pos_3,0.8160167,-0.14004758,
jester,role,pos_3,0.8124056,-0.11255129,
adolescent,role,pos_3,0.810852,0.13900304,
smuggler,role,pos_3,0.810311,-0.07023333,
teenager,role,pos_3,0.80967927,0.14431228,
amnesiac,role,pos_3,0.8057898,-0.025214935,
criminal,role,pos_3,0.80272764,-0.07050751,
gossip,role,pos_3,0.8016479,0.0027361298,
eldritch,role,pos_3,0.7959111,-0.18401189,
workaholic,role,pos_3,0.79113156,-0.011072316,
absurdist,role,pos_3,0.79093856,-0.14448075,
comedian,role,pos_3,0.78882116,0.0004698913,
leviathan,role,pos_3,0.78718317,-0.18504524,
luddite,role,pos_3,0.78708917,-0.07615845,
cynic,role,pos_3,0.78379524,-0.011950374,
void,role,pos_3,0.7801032,-0.16821744,
zealot,role,pos_3,0.76651484,-0.12986575,
narcissist,role,pos_3,0.74798083,-0.06035433,
hoarder,role,pos_3,0.7348849,-0.02354458,
fool,role,pos_3,0.73241496,-0.016668288,
procrastinator,role,pos_3,0.69781345,0.05617737,
caveman,role,pos_3,0.60695446,-0.047927596,
toddler,role,pos_3,0.60110056,0.032979812,
infant,role,pos_3,0.541351,0.011908897,
strategic,trait,,0.48513588,0.20071363,90.225
patient,trait,,0.4828489,0.2877135,83.7
diplomatic,trait,,0.4786968,0.42356288,96.525
generous,trait,,0.4685204,0.06612204,92.025
supportive,trait,,0.46338972,0.20524035,98.9
proactive,trait,,0.4604053,0.14697924,89.75
educational,trait,,0.46005163,0.16533273,94.175
holistic,trait,,0.45529407,0.07506973,89.0
generalist,trait,,0.44779727,0.26429072,78.6
earnest,trait,,0.43454054,0.16402635,82.325
benevolent,trait,,0.43433428,0.3707928,95.675
agreeable,trait,,0.42666188,0.2723008,91.0
calm,trait,,0.42328414,0.3775382,95.95
nurturing,trait,,0.4217017,0.12976483,94.425
conciliatory,trait,,0.4182457,0.3861973,94.775
conscientious,trait,,0.4147553,0.25097024,91.675
pluralist,trait,,0.41428477,0.24931173,90.75
adaptable,trait,,0.41400605,0.3404382,87.0
calculating,trait,,0.40304112,0.056370843,88.625
tactful,trait,,0.39875263,0.17702907,95.55
pensive,trait,,0.39598817,-0.16885866,85.735
moderate,trait,,0.38913226,0.45872536,94.0
systems_thinker,trait,,0.38673544,-0.04242178,67.875
flexible,trait,,0.3763906,0.45962575,95.275
solemn,trait,,0.37593374,0.056592654,87.625
perfectionist,trait,,0.3679145,0.040031407,85.425
resilient,trait,,0.36666626,0.25955057,85.975
meticulous,trait,,0.36178935,0.09255354,87.05
big_picture,trait,,0.35992062,-0.12948748,83.9
inspirational,trait,,0.35696077,0.18351074,85.875
curious,trait,,0.35491866,-0.0700672,54.275
egalitarian,trait,,0.35364625,0.06578122,85.8
cosmopolitan,trait,,0.3531654,0.17708673,92.7
inclusive,trait,,0.34166843,0.095634274,81.725
methodical,trait,,0.34138504,0.37069014,94.8
analytical,trait,,0.33931565,0.3313729,92.35
structuralist,trait,,0.33629024,0.20470352,87.3
serious,trait,,0.3309837,0.13611987,91.0
formal,trait,,0.32582456,0.08907859,90.625
divergent,trait,,0.31771895,0.084237516,91.65
serene,trait,,0.3110983,-0.07944119,85.425
exploratory,trait,,0.3102572,0.10340538,88.0
factual,trait,,0.30699337,0.50258666,92.875
intuitive,trait,,0.30429506,-0.21894728,81.5
forgiving,trait,,0.30119872,0.15589276,75.375
altruistic,trait,,0.2998501,0.22805801,84.975
principled,trait,,0.27084544,-0.078407906,95.25
optimistic,trait,,0.26630777,0.21693408,79.2
verbose,trait,,0.2659386,-0.049234144,87.575
transparent,trait,,0.25361913,0.6481462,87.075
independent,trait,,0.24595188,0.06903381,88.1
humanistic,trait,,0.2437584,0.13029017,90.85
problem_solving,trait,,0.24362226,0.20176235,92.225
reverent,trait,,0.23971613,-0.21704186,69.75
eloquent,trait,,0.23865062,-0.36935812,64.21
qualitative,trait,,0.23655269,-0.26668853,69.475
chill,trait,,0.23051709,0.20804247,68.525
stoic,trait,,0.22779708,0.21447322,77.3
charismatic,trait,,0.22386865,-0.1756704,47.55
meditative,trait,,0.21846442,-0.20704804,74.65
introverted,trait,,0.21157545,-0.14901645,13.15
abstract,trait,,0.20791139,-0.2815209,82.3
interdisciplinary,trait,,0.20273148,-0.17254055,77.1
ritualistic,trait,,0.20245951,-0.15600398,88.25
circumspect,trait,,0.19766957,0.006571328,82.2
erudite,trait,,0.19556798,-0.2396311,66.675
collectivistic,trait,,0.15817264,0.056133494,84.05
progressive,trait,,0.15767096,0.004702944,88.3
collaborative,trait,,0.1509749,0.05088802,58.05
reserved,trait,,0.14685158,0.42302442,97.375
conceptual,trait,,0.14576975,-0.3143491,86.975
epicurean,trait,,0.14192247,-0.3669498,38.55
constructivist,trait,,0.13807885,-0.2792271,83.975
speculative,trait,,0.13514194,-0.41334167,82.65
introspective,trait,,0.13444129,-0.34883115,57.7
philosophical,trait,,0.1336211,-0.5462154,64.8
dispassionate,trait,,0.1327479,0.33173233,88.6
formalist,trait,,0.13198182,0.14401983,88.15
idealistic,trait,,0.11459439,-0.2981977,75.625
gregarious,trait,,0.11165196,-0.049339302,52.875
pacifist,trait,,0.111398794,-0.33500394,44.65
cautious,trait,,0.11110849,0.08996775,93.8
specialized,trait,,0.10180787,-0.17836197,77.875
environmental,trait,,0.100434065,-0.1917844,30.85
contemporary,trait,,0.10041839,0.1993557,47.05
animated,trait,,0.09831825,-0.23358238,72.725
humble,trait,,0.09672171,0.21203595,62.875
secular,trait,,0.09208783,0.34547114,94.85
extroverted,trait,,0.08971417,-0.02923253,17.825
technical,trait,,0.08876388,-0.08517748,83.2
theoretical,trait,,0.08539523,-0.37538615,68.675
ascetic,trait,,0.08070204,-0.23139109,16.2
utilitarian,trait,,0.07125673,0.13053003,53.475
dominant,trait,,0.067841016,-0.13950935,55.45
existentialist,trait,,0.06635733,-0.015110675,65.075
empathetic,trait,,0.061386082,-0.11231477,94.85
accessible,trait,,0.058965143,0.3967989,84.9
eclectic,trait,,0.058366504,-0.451126,77.8
poetic,trait,,0.051797926,-0.5348991,16.275
detached,trait,,0.048354883,0.25058958,35.725
futuristic,trait,,0.04830251,-0.27222306,51.95
open_ended,trait,,0.03976148,-0.13448882,88.05
spiritual,trait,,0.035145998,-0.5591999,46.75
descriptive,trait,,0.032406386,0.27704474,93.075
creative,trait,,0.02844268,-0.51300293,55.35
skeptical,trait,,0.027479542,-0.09249588,87.4
decisive,trait,,0.025097607,0.10388484,25.675
prescriptive,trait,,0.016374571,0.1125432,87.375
emotional,trait,,0.0077954074,-0.26989913,84.0
deconstructionist,trait,,0.002127055,-0.39318794,25.65
rationalist,trait,,0.0017209889,0.3353569,88.975
metaphorical,trait,,-0.0026473952,-0.58546615,5.85
artistic,trait,,-0.0047419653,-0.46834478,58.925
traditional,trait,,-0.010785331,0.15750958,70.175
adventurous,trait,,-0.013622531,-0.3290362,41.825
deontological,trait,,-0.014349308,-0.124537714,43.5
theatrical,trait,,-0.025169386,-0.54971343,5.675
bombastic,trait,,-0.03685749,-0.52431184,12.025
innovative,trait,,-0.038946226,-0.37729192,41.9
ethereal,trait,,-0.040635858,-0.648643,23.475
pedantic,trait,,-0.042214666,-0.32171848,25.175
mystical,trait,,-0.0432209,-0.63413596,36.275
critical,trait,,-0.051240094,-0.39718685,57.125
rhetorical,trait,,-0.05496347,-0.6344957,19.45
paradoxical,trait,,-0.057133015,-0.50626725,91.025
dramatic,trait,,-0.06254732,-0.6072832,32.575
closure_seeking,trait,,-0.06488846,0.10981661,23.225
regulatory,trait,,-0.07286111,0.035026077,86.3
deferential,trait,,-0.07879908,-0.058413647,92.4
rebellious,trait,,-0.08023687,-0.3419892,20.525
chaotic,trait,,-0.0824989,-0.46235344,28.075
romantic,trait,,-0.089766905,-0.6628368,19.85
radical,trait,,-0.09649132,-0.3932261,9.85
relativist,trait,,-0.0990256,-0.40662906,67.0
cryptic,trait,,-0.100477524,-0.6750222,0.95
grandiose,trait,,-0.100714356,-0.66314036,1.125
practical,trait,,-0.101918325,0.3042818,92.3
risk_taking,trait,,-0.104600675,-0.46037948,42.975
passionate,trait,,-0.10672576,-0.4202756,36.4
inquisitive,trait,,-0.108106375,-0.10903658,87.975
esoteric,trait,,-0.10876267,-0.5230315,50.875
assertive,trait,,-0.11314615,-0.2374245,17.375
confident,trait,,-0.114921995,-0.19356908,62.375
challenging,trait,,-0.11492845,-0.32755402,46.15
melodramatic,trait,,-0.115566954,-0.59831804,2.325
individualistic,trait,,-0.117808156,-0.44005033,62.325
data_driven,trait,,-0.12265844,0.16924216,28.625
quantitative,trait,,-0.122713976,0.19184268,31.9
grounded,trait,,-0.1230248,0.521402,92.4
reductionist,trait,,-0.12940815,0.29977974,84.4
effusive,trait,,-0.1387325,-0.3247688,24.825
essentialist,trait,,-0.14247054,-0.21782462,33.325
zealous,trait,,-0.14784963,-0.4977773,33.225
experiential,trait,,-0.15302758,0.09219954,20.0
urgent,trait,,-0.16706927,-0.102173775,56.65
universalist,trait,,-0.16715181,-0.10459289,51.875
absolutist,trait,,-0.16731073,-0.21597098,9.55
witty,trait,,-0.16746244,-0.40002924,6.475
accommodating,trait,,-0.16783996,-0.3471384,84.35
enigmatic,trait,,-0.17361617,-0.70505464,8.275
provocative,trait,,-0.18026546,-0.54871327,13.5
libertarian,trait,,-0.1836112,-0.35589173,12.075
anthropocentric,trait,,-0.19057074,-0.27987897,29.15
confrontational,trait,,-0.19219612,-0.16417718,30.95
whimsical,trait,,-0.2031829,-0.6904667,1.05
elitist,trait,,-0.20402883,-0.5260614,1.0
contrarian,trait,,-0.20429488,-0.48047456,7.9
fatalistic,trait,,-0.20977749,-0.49482793,0.6
understated,trait,,-0.22430293,0.04518356,10.775
deterministic,trait,,-0.22857067,-0.47497982,22.225
stream_of_consciousness,trait,,-0.2344011,-0.5028603,9.2
entertaining,trait,,-0.2356313,-0.4334891,13.05
improvisational,trait,,-0.24103701,-0.4277691,77.875
melancholic,trait,,-0.24370368,-0.42160526,15.8
sycophantic,trait,,-0.24417658,-0.37602276,2.55
naive,trait,,-0.24433208,-0.016097654,1.55
blunt,trait,,-0.25052455,0.055762,7.375
iconoclastic,trait,,-0.25285238,-0.50367206,15.8
nihilistic,trait,,-0.25397468,-0.49206698,0.0
sassy,trait,,-0.2624852,-0.22339004,1.775
narrative,trait,,-0.26758465,-0.60424894,2.65
historical,trait,,-0.2704889,-0.46657917,9.625
manic,trait,,-0.2772191,-0.38396886,1.225
competitive,trait,,-0.27870226,-0.5229503,4.2
vindictive,trait,,-0.28532833,-0.22032785,0.75
