rank,feature_id,token,sparsity_base,sparsity_chat,sparsity_diff,link,explanation,explanation_score
5,97377,endheader,0.0010000000474974,0.335999995470047,0.3350000083446502,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97377,terms and phrases related to anatomical structures in the pelvic region,
6,84495,endheader,0.0,0.3310000002384186,0.3310000002384186,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/84495,mentions of personal opinions and subjective statements,
8,81088,asst,0.0,0.3179999887943268,0.3179999887943268,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81088,programming and namespace-related syntactical structures,
9,120215,asst,0.5109999775886536,0.828000009059906,0.3170000314712524,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120215,references to awards and accolades in sports,
7,31432,endheader,0.0,0.2989999949932098,0.2989999949932098,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,conditional statements and assumptions,
3,44519,newline,0.0,0.257999986410141,0.257999986410141,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44519,technical terms and jargon related to programming and systems architecture,
10,70267,asst,0.0,0.2529999911785126,0.2529999911785126,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/70267,references to sports events and related statistics,
4,31432,newline,0.0179999992251396,0.2680000066757202,0.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,conditional statements and assumptions,
5,97377,newline,0.0010000000474974,0.2460000067949295,0.2450000047683715,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97377,terms and phrases related to anatomical structures in the pelvic region,
11,31432,asst,0.0,0.2440000027418136,0.2440000027418136,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,conditional statements and assumptions,
8,32176,endheader,0.1959999948740005,0.4329999983310699,0.2370000034570694,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32176,terms related to technological concepts and their implications,
6,114525,newline,0.0219999998807907,0.257999986410141,0.2359999865293502,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114525,"structured data or numerical information, likely in the form of tables or lists",
9,45746,endheader,0.0,0.2349999994039535,0.2349999994039535,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/45746,phrases that indicate actions involving assistance or requests for help,
7,110921,newline,0.0,0.2230000048875808,0.2230000048875808,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110921,sections and headings in a technical document,
10,119477,endheader,0.0,0.209999993443489,0.209999993443489,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/119477,phrases that express questioning or inquiry,
12,33986,asst,0.0,0.209999993443489,0.209999993443489,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,"elements of structured data or metadata, particularly in a JSON-like format",
11,74684,endheader,0.0,0.2000000029802322,0.2000000029802322,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,sequences of numbers and punctuation related to structured data entries,
8,34433,newline,0.0179999992251396,0.2169999927282333,0.1990000009536743,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34433,descriptions of residential properties and their features,
12,49065,endheader,0.0,0.1790000051259994,0.1790000051259994,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49065,specific names and terms associated with organizations or significant figures,
9,70267,newline,0.0010000000474974,0.1790000051259994,0.1780000030994415,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/70267,references to sports events and related statistics,
14,33986,endheader,0.0,0.1749999970197677,0.1749999970197677,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,"elements of structured data or metadata, particularly in a JSON-like format",
13,16668,endheader,0.0,0.1749999970197677,0.1749999970197677,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16668,punctuation marks and symbols that convey emotional expressions or emphasis,
15,96761,endheader,0.0,0.1720000058412552,0.1720000058412552,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96761,information related to personal details and professional backgrounds,
13,2782,asst,0.656000018119812,0.8230000138282776,0.1669999957084655,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2782,references to web pages and coding syntax,
16,72614,endheader,0.0020000000949949,0.1580000072717666,0.1560000032186508,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72614,references to official documents and sources,
10,112606,newline,0.0,0.152999997138977,0.152999997138977,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112606,formal definitions and structured information,
17,110921,endheader,0.0,0.1490000039339065,0.1490000039339065,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110921,sections and headings in a technical document,
11,54240,newline,0.006000000052154,0.1509999930858612,0.1449999958276748,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54240,punctuation and formatting markers typical in textual communication,
14,106687,asst,0.0,0.1389999985694885,0.1389999985694885,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106687,"mentions of specific brands, products, or key announcements",
15,82964,asst,0.0,0.135000005364418,0.135000005364418,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82964,words related to home improvement and flooring services,
12,117778,newline,0.0299999993294477,0.1599999964237213,0.1299999952316284,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/117778,programming-related terms and concepts,
16,59098,asst,0.0,0.1299999952316284,0.1299999952316284,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59098,phrases related to medical professionals and practices,
13,96419,newline,0.8510000109672546,0.977999985218048,0.1269999742507934,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96419,financial terms and concepts related to drug pricing and market dynamics,
14,18091,newline,0.032999999821186,0.1589999943971634,0.1259999871253967,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18091,sports-related scores and outcomes,
15,37425,newline,0.0,0.123999997973442,0.123999997973442,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37425,expressions of enthusiasm or excitement,
18,8295,endheader,0.0,0.1190000027418136,0.1190000027418136,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8295,structured forms of communication or documentation,
16,52873,newline,0.0109999999403953,0.1299999952316284,0.118999995291233,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52873,issues related to identification numbers and their purposes,
18,8127,asst,0.0020000000949949,0.1199999973177909,0.1180000007152557,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8127,key names and terms related to music and entertainment,
17,96761,asst,0.0,0.1180000007152557,0.1180000007152557,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96761,information related to personal details and professional backgrounds,
17,18431,newline,0.0010000000474974,0.1180000007152557,0.1169999986886978,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18431,questions and their answers,
19,108350,asst,0.0170000009238719,0.1330000013113021,0.1159999966621398,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/108350,key phrases related to national governance and organizational structures,
18,33986,newline,0.0089999996125698,0.1230000033974647,0.1140000075101852,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,"elements of structured data or metadata, particularly in a JSON-like format",
19,65078,newline,0.0160000007599592,0.1289999932050705,0.1129999905824661,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65078,the presence of punctuation marks and question-related phrases,
20,59655,newline,0.0390000008046627,0.1509999930858612,0.1119999885559082,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59655,specific keywords or phrases related to software applications and services,
21,108350,newline,0.0109999999403953,0.1199999973177909,0.1089999973773956,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/108350,key phrases related to national governance and organizational structures,
20,111573,asst,0.0,0.1070000007748603,0.1070000007748603,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111573,proper nouns related to locations and organizations,
19,4538,endheader,0.0,0.1070000007748603,0.1070000007748603,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4538,"phrases related to natural disasters, particularly fires and their impacts",
21,43660,asst,0.0,0.1059999987483024,0.1059999987483024,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/43660,"discussions about obligations, needs for assistance, and legal issues related to societal functions",
22,111573,newline,0.0,0.1030000001192092,0.1030000001192092,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111573,proper nouns related to locations and organizations,
23,74684,newline,0.0,0.0979999974370002,0.0979999974370002,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,sequences of numbers and punctuation related to structured data entries,
24,11748,newline,0.0,0.0949999988079071,0.0949999988079071,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11748,phrases or sentences that signal high-stakes consequences or events,
20,2404,endheader,0.0,0.0930000022053718,0.0930000022053718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2404,specific numerical data and references related to measurements or statistics,
25,13912,newline,0.1230000033974647,0.2160000056028366,0.0930000022053718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/13912,references to environmental or energy-related issues,
22,90272,asst,0.0,0.0930000022053718,0.0930000022053718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90272,information related to economics and fiscal policy,
26,68232,newline,0.0399999991059303,0.1330000013113021,0.0930000022053718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/68232,structural elements of reasoning or logic in a mathematical context,
27,87593,newline,0.0,0.090999998152256,0.090999998152256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/87593,phrases related to literature and cultural critique,
23,33241,asst,0.0,0.090999998152256,0.090999998152256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33241,pronouns and references to characters or individuals in narrative contexts,
24,111602,asst,0.0,0.0879999995231628,0.0879999995231628,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111602,elements related to financial or organizational formalities,
28,33209,newline,0.0219999998807907,0.1089999973773956,0.0869999974966049,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33209,descriptive terms related to the atmosphere or environment,
25,69316,asst,0.0,0.0860000029206276,0.0860000029206276,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69316,references to hotel amenities and local attractions,
21,68232,endheader,0.0,0.0860000029206276,0.0860000029206276,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/68232,structural elements of reasoning or logic in a mathematical context,
26,28714,asst,0.0010000000474974,0.0869999974966049,0.085999995470047,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/28714,specific food items and culinary terms,
27,35701,asst,0.0160000007599592,0.101000003516674,0.0850000008940696,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/35701,names and identities of characters and individuals,
28,49527,asst,0.0,0.0829999968409538,0.0829999968409538,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,negative sentiments or advice regarding financial decisions,
22,54240,endheader,0.0,0.0820000022649765,0.0820000022649765,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54240,punctuation and formatting markers typical in textual communication,
29,86783,newline,0.0020000000949949,0.0829999968409538,0.0810000002384185,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/86783,connections and relationships among individuals and their stories,
30,72614,newline,0.0,0.0799999982118606,0.0799999982118606,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72614,references to official documents and sources,
23,4680,endheader,0.0240000002086162,0.1040000021457672,0.0799999982118606,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4680,mathematical definitions and proofs,
29,129143,asst,0.0,0.0759999975562095,0.0759999975562095,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/129143,key metrics and numbers related to reports of content removal or moderation on social media platforms,
31,11060,newline,0.0,0.0759999975562095,0.0759999975562095,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11060,key mathematical or scientific terms and symbols,
30,18091,asst,0.0590000003576278,0.1319999992847442,0.0729999989271164,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18091,sports-related scores and outcomes,
32,8295,newline,0.0010000000474974,0.0729999989271164,0.0719999969005584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8295,structured forms of communication or documentation,
33,82169,newline,0.0,0.0700000002980232,0.0700000002980232,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82169,HTML and code structure elements related to user interface components,
31,104510,asst,0.0,0.0700000002980232,0.0700000002980232,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104510,references to assistance and customer support related to business services,
24,49527,endheader,0.0,0.0689999982714653,0.0689999982714653,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,negative sentiments or advice regarding financial decisions,
26,52794,endheader,0.0,0.06700000166893,0.06700000166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52794,phrases and structures related to academic or formal titles and classifications,
34,50480,newline,0.0010000000474974,0.0680000036954879,0.06700000166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/50480,instances of word structure and punctuation,
25,1170,endheader,0.0,0.06700000166893,0.06700000166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1170,questions that seek validation or approval,
32,45649,asst,0.003000000026077,0.0689999982714653,0.0659999996423721,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/45649,terms related to digital technology and financial contexts,
35,115460,newline,0.0,0.0649999976158142,0.0649999976158142,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115460,expressions of gratitude and positivity in communication,
27,104510,endheader,0.0,0.0649999976158142,0.0649999976158142,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104510,references to assistance and customer support related to business services,
34,127594,asst,0.0,0.0640000030398368,0.0640000030398368,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/127594,references to women and their roles or identities,
36,8064,newline,0.0,0.0640000030398368,0.0640000030398368,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,phrases and indicators related to articles and publication details,
33,88633,asst,0.0,0.0640000030398368,0.0640000030398368,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/88633,references to age restrictions and legal disclaimers related to cannabis products,
37,9698,newline,0.0,0.0630000010132789,0.0630000010132789,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9698,sentence structures and punctuation in written text,
28,112606,endheader,0.0,0.0630000010132789,0.0630000010132789,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112606,formal definitions and structured information,
35,54508,asst,0.0,0.0630000010132789,0.0630000010132789,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54508,key concepts related to business and its implications,
29,128735,endheader,0.0340000018477439,0.096000000834465,0.061999998986721,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128735,words and phrases related to greetings and positive sentiments,
30,48638,endheader,0.0109999999403953,0.0729999989271164,0.061999998986721,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/48638,programming or coding syntax and structures,
38,11904,newline,0.1710000038146972,0.2319999933242797,0.0609999895095825,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11904,terms related to technology and its impact on society,
31,34433,endheader,0.0120000001043081,0.0710000023245811,0.0590000003576278,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34433,descriptions of residential properties and their features,
39,40446,newline,0.0,0.0590000003576278,0.0590000003576278,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40446,"punctuation and code syntax elements, particularly in programming or markup languages",
40,7060,newline,0.0,0.0590000003576278,0.0590000003576278,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/7060,non-typical formatting elements or punctuations in the text,
36,91492,asst,0.0,0.0590000003576278,0.0590000003576278,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91492,identifiers or variables related to programming and coding conventions,
38,76143,asst,0.0,0.0579999983310699,0.0579999983310699,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/76143,"proper nouns, particularly names and titles related to people and organizations",
32,44097,endheader,0.0,0.0579999983310699,0.0579999983310699,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44097,programming language constructs and definitions,
37,44097,asst,0.0,0.0579999983310699,0.0579999983310699,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44097,programming language constructs and definitions,
41,64921,newline,0.0099999997764825,0.06700000166893,0.0570000037550926,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64921,narrative elements that create emotional impact,
44,104450,newline,0.0010000000474974,0.0570000000298023,0.0560000017285347,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104450,phrases and punctuation marks that indicate lists or examples in a text,
43,80751,newline,0.0,0.0560000017285347,0.0560000017285347,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80751,punctuation and sentence structure,
42,97281,newline,0.0,0.0560000017285347,0.0560000017285347,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97281,instances of contrasting ideas or examples,
39,58488,asst,0.0010000000474974,0.0560000017285347,0.055000003427267,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/58488,verbs and modifiers in various contexts,
40,66988,asst,0.0,0.0520000010728836,0.0520000010728836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66988,references to specific movies and characters,
33,126849,endheader,0.0,0.0520000010728836,0.0520000010728836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126849,technical jargon and elements related to software or programming,
45,49065,newline,0.0,0.0520000010728836,0.0520000010728836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49065,specific names and terms associated with organizations or significant figures,
46,55599,newline,0.0,0.0509999990463256,0.0509999990463256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/55599,sections or divisions in academic papers,
34,80751,endheader,0.0,0.050000000745058,0.050000000745058,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80751,punctuation and sentence structure,
47,62957,newline,0.0,0.050000000745058,0.050000000745058,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/62957,various punctuation marks and their placements within sentences,
35,64921,endheader,0.0,0.050000000745058,0.050000000745058,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64921,narrative elements that create emotional impact,
36,40446,endheader,0.0,0.0489999987185001,0.0489999987185001,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40446,"punctuation and code syntax elements, particularly in programming or markup languages",
48,60067,newline,0.0,0.0480000004172325,0.0480000004172325,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/60067,questions and expressions of curiosity about people's lives and experiences,
37,20356,endheader,0.0,0.0480000004172325,0.0480000004172325,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/20356,legal terminologies and procedural terms related to court cases,
41,33209,asst,0.0040000001899898,0.0520000010728836,0.0480000004172325,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33209,descriptive terms related to the atmosphere or environment,
49,4626,newline,0.0010000000474974,0.0489999987185001,0.0480000004172325,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4626,quoted speech or dialogue,
42,21884,asst,0.003000000026077,0.050000000745058,0.0470000021159648,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21884,specific nouns and terms related to categorization and systems,
43,8752,asst,0.0,0.0469999983906745,0.0469999983906745,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8752,terms and phrases related to dietary supplements and their regulation,
50,19923,newline,0.0,0.0460000000894069,0.0460000000894069,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19923,"questions related to various topics, particularly those requiring definitions or explanations",
38,106277,endheader,0.0010000000474974,0.0469999983906745,0.0460000000894069,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106277,formal expressions and terms related to written explanations or descriptions,
51,12214,newline,0.0,0.0450000017881393,0.0450000017881393,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/12214,instructions related to software installation and setup processes,
39,50480,endheader,0.0080000003799796,0.0529999993741512,0.044999998062849,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/50480,instances of word structure and punctuation,
44,3551,asst,0.0,0.0439999997615814,0.0439999997615814,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/3551,code structure elements and testing references in programming contexts,
52,61794,newline,0.0,0.0430000014603138,0.0430000014603138,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/61794,"references to organization, company, or institutional identity",
45,60231,asst,0.0,0.0430000014603138,0.0430000014603138,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/60231,programming language syntax elements,
40,51310,endheader,0.0,0.0430000014603138,0.0430000014603138,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/51310,references to specific individuals and their contributions or attributes in various contexts,
53,57962,newline,0.0010000000474974,0.0439999997615814,0.0430000014603138,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57962,structured descriptions of processes or methodologies,
41,64416,endheader,0.0010000000474974,0.0430000014603138,0.0420000031590461,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,"characters or sequences in a non-Latin script text, possibly denoting specific terminology or proper nouns",
42,8064,endheader,0.0,0.0419999994337558,0.0419999994337558,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,phrases and indicators related to articles and publication details,
43,22324,endheader,0.0,0.0410000011324882,0.0410000011324882,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22324,multilingual content or references,
55,25018,newline,0.0,0.0410000011324882,0.0410000011324882,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25018,questions and inquiries related to specific topics,
54,77108,newline,0.0,0.0410000011324882,0.0410000011324882,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/77108,elements related to empathy and support in communication,
56,107785,newline,0.0089999996125698,0.0489999987185001,0.0399999991059303,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107785,technical references and links related to algorithms and programming,
46,64416,asst,0.0,0.0399999991059303,0.0399999991059303,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,"characters or sequences in a non-Latin script text, possibly denoting specific terminology or proper nouns",
57,56534,newline,0.0010000000474974,0.0399999991059303,0.0390000008046627,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56534,"references to types of meat, especially in relation to cooking techniques",
47,74684,asst,0.0,0.0390000008046627,0.0390000008046627,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,sequences of numbers and punctuation related to structured data entries,
59,64416,newline,0.003000000026077,0.0410000011324882,0.038000002503395,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,"characters or sequences in a non-Latin script text, possibly denoting specific terminology or proper nouns",
58,6015,newline,0.0010000000474974,0.0390000008046627,0.038000002503395,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/6015,instances of exclamatory punctuation or very strong emotional statements,
60,79176,newline,0.0,0.0379999987781047,0.0379999987781047,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/79176,questions related to inquiries or clarifications,
61,128735,newline,0.0820000022649765,0.1199999973177909,0.0379999950528144,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128735,words and phrases related to greetings and positive sentiments,
44,49449,endheader,0.006000000052154,0.0430000014603138,0.0370000004768371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49449,elements related to protocols and commands in coding,
63,123453,newline,0.006000000052154,0.0430000014603138,0.0370000004768371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123453,questions and expressions of emotions or feelings,
62,16773,newline,0.0,0.0370000004768371,0.0370000004768371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16773,conjunctions and phrases indicating connections or relationships between elements,
45,90391,endheader,0.0,0.0370000004768371,0.0370000004768371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90391,technical details related to viruses and their biological processes,
64,52260,newline,0.0020000000949949,0.0379999987781047,0.0359999984502792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52260,inquiries and questions related to various topics,
65,29859,newline,0.0,0.0359999984502792,0.0359999984502792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29859,punctuation and conversational expressions within dialogue,
66,52794,newline,0.0,0.0359999984502792,0.0359999984502792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52794,phrases and structures related to academic or formal titles and classifications,
48,8064,asst,0.0010000000474974,0.0359999984502792,0.0350000001490116,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,phrases and indicators related to articles and publication details,
67,9440,newline,0.0010000000474974,0.0359999984502792,0.0350000001490116,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9440,references and citations in documents,
68,121035,newline,0.0,0.0340000018477439,0.0340000018477439,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/121035,"the presence of punctuations, particularly colons and dashes, indicative of structured information or delineation",
