rank,feature_id,token,all_mean_base,all_mean_chat,all_mean_diff,link
39,39921,endheader,1.1502655744552612,0.0,-1.1502655744552612,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39921
13,100302,newline,1.14829683303833,0.005640625022351742,-1.1426562070846558,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100302
28,30159,asst,10.09079647064209,8.95520305633545,-1.1355934143066406,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/30159
29,86340,asst,1.1340937614440918,0.0,-1.1340937614440918,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/86340
30,59092,asst,1.1306874752044678,0.0,-1.1306874752044678,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59092
31,11237,asst,1.1262656450271606,0.0,-1.1262656450271606,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11237
40,94483,endheader,1.1239687204360962,0.0,-1.1239687204360962,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/94483
41,96729,endheader,1.121890664100647,0.0,-1.121890664100647,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96729
42,100584,endheader,1.116531252861023,0.0,-1.116531252861023,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100584
43,105567,endheader,1.1062030792236328,0.0,-1.1062030792236328,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/105567
44,117778,endheader,1.2872812747955322,0.18580469489097595,-1.1014765501022339,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/117778
45,78425,endheader,1.0770000219345093,0.0026093749329447746,-1.0743906497955322,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/78425
14,2668,newline,1.0460000038146973,0.0,-1.0460000038146973,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2668
32,22951,asst,1.0441405773162842,0.0,-1.0441405773162842,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22951
33,80075,asst,1.0186327695846558,0.0,-1.0186327695846558,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80075
34,21893,asst,1.0149999856948853,0.0,-1.0149999856948853,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21893
46,46602,endheader,1.0049375295639038,0.0,-1.0049375295639038,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/46602
15,18365,newline,1.0033437013626099,0.0,-1.0033437013626099,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18365
47,16206,endheader,0.9878437519073486,0.0,-0.9878437519073486,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16206
16,21136,newline,1.7856093645095825,0.8346562385559082,-0.9509531259536743,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21136
48,127132,endheader,0.9415468573570251,0.0,-0.9415468573570251,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/127132
49,56854,endheader,1.3188281059265137,0.37825000286102295,-0.9405781030654907,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56854
50,93634,endheader,0.9294843673706055,0.0,-0.9294843673706055,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93634
51,44011,endheader,0.9232031106948853,0.0,-0.9232031106948853,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44011
35,101727,asst,0.9261249899864197,0.003484375076368451,-0.9226406216621399,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/101727
52,47579,endheader,0.9022656083106995,0.0,-0.9022656083106995,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/47579
17,106721,newline,0.8959687352180481,0.0,-0.8959687352180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106721
53,112738,endheader,0.8824531435966492,0.0,-0.8824531435966492,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112738
36,62180,asst,0.8774374723434448,0.0,-0.8774374723434448,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/62180
18,20370,newline,0.8660468459129333,0.0022343751043081284,-0.8638124465942383,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/20370
19,61802,newline,0.8570625185966492,0.0,-0.8570625185966492,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/61802
20,125394,newline,0.8536562323570251,0.0,-0.8536562323570251,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125394
37,13912,asst,1.7751797437667847,0.9316718578338623,-0.8435078859329224,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/13912
54,49410,endheader,0.8304843902587891,0.002093750052154064,-0.8283906579017639,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49410
38,102276,asst,0.8085469007492065,0.0,-0.8085469007492065,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/102276
55,100302,endheader,0.8000624775886536,0.0,-0.8000624775886536,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100302
39,103271,asst,0.7983593940734863,0.0,-0.7983593940734863,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/103271
21,79968,newline,0.7903749942779541,0.0,-0.7903749942779541,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/79968
56,124832,endheader,0.790234386920929,0.0,-0.790234386920929,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/124832
57,22030,endheader,0.7860156297683716,0.0,-0.7860156297683716,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22030
58,122423,endheader,0.7858203053474426,0.0,-0.7858203053474426,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122423
59,119150,endheader,0.7768281102180481,0.0,-0.7768281102180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/119150
40,8088,asst,0.770437479019165,0.0,-0.770437479019165,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8088
41,26759,asst,0.7478749752044678,0.011765625327825546,-0.7361093759536743,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26759
22,27290,newline,0.7288593649864197,0.0,-0.7288593649864197,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27290
23,52331,newline,0.7285781502723694,0.0,-0.7285781502723694,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52331
60,64498,endheader,0.726187527179718,0.0,-0.726187527179718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64498
61,62442,endheader,0.7249374985694885,0.0,-0.7249374985694885,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/62442
24,109823,newline,0.7145468592643738,0.0,-0.7145468592643738,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/109823
25,2782,newline,0.7162656188011169,0.003109375014901161,-0.7131562232971191,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2782
42,21661,asst,0.712765634059906,0.0,-0.712765634059906,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21661
43,24216,asst,0.6846484541893005,0.0,-0.6846484541893005,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24216
62,24689,endheader,0.684640645980835,0.0,-0.684640645980835,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24689
44,49107,asst,0.6823437213897705,0.0,-0.6823437213897705,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49107
26,27333,newline,0.6767500042915344,0.0,-0.6767500042915344,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27333
63,102769,endheader,0.6716094017028809,0.0,-0.6716094017028809,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/102769
45,53230,asst,0.6602030992507935,0.0,-0.6602030992507935,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53230
27,15435,newline,0.6583828330039978,0.0,-0.6583828330039978,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/15435
28,121167,newline,0.6521953344345093,0.0,-0.6521953344345093,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/121167
46,79968,asst,0.6503750085830688,0.0,-0.6503750085830688,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/79968
64,14508,endheader,0.6341406106948853,0.0,-0.6341406106948853,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/14508
29,47076,newline,0.6249374747276306,0.0,-0.6249374747276306,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/47076
30,32378,newline,0.6150781512260437,0.0,-0.6150781512260437,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32378
65,65783,endheader,0.6132344007492065,0.0,-0.6132344007492065,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65783
66,71808,endheader,0.6031875014305115,0.0,-0.6031875014305115,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71808
67,13912,endheader,1.1490312814712524,0.5494140386581421,-0.5996172428131104,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/13912
47,125008,asst,0.5863281488418579,0.0,-0.5863281488418579,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125008
31,98286,newline,0.5647343993186951,0.0,-0.5647343993186951,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98286
68,55847,endheader,0.5520156025886536,0.0,-0.5520156025886536,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/55847
32,11237,newline,0.5475937724113464,0.0,-0.5475937724113464,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11237
33,64497,newline,0.6128125190734863,0.06653124839067459,-0.5462812781333923,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64497
69,80845,endheader,0.5380625128746033,0.0,-0.5380625128746033,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80845
70,96475,endheader,0.5380468964576721,0.0,-0.5380468964576721,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96475
71,22605,endheader,0.5333437323570251,0.0,-0.5333437323570251,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22605
48,51494,asst,0.5331249833106995,0.0,-0.5331249833106995,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/51494
49,53824,asst,0.5277890563011169,0.0,-0.5277890563011169,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53824
34,86062,newline,0.5277656316757202,0.0,-0.5277656316757202,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/86062
50,8931,asst,0.5249609351158142,0.0,-0.5249609351158142,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8931
51,127153,asst,0.5088281035423279,0.0,-0.5088281035423279,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/127153
72,104640,endheader,0.5060468912124634,0.0,-0.5060468912124634,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104640
73,120124,endheader,0.4797031283378601,0.0,-0.4797031283378601,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120124
52,78224,asst,0.4740937352180481,0.0,-0.4740937352180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/78224
53,121370,asst,0.4696406126022339,0.0,-0.4696406126022339,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/121370
35,2404,newline,0.5554609298706055,0.08607031404972076,-0.4693906307220459,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2404
54,130393,asst,0.46709373593330383,0.0,-0.46709373593330383,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130393
74,12549,endheader,0.4657656252384186,0.0,-0.4657656252384186,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/12549
36,119377,newline,0.46434375643730164,0.0,-0.46434375643730164,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/119377
37,35715,newline,0.45659375190734863,0.0,-0.45659375190734863,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/35715
75,63296,endheader,0.453000009059906,0.0,-0.453000009059906,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/63296
55,84481,asst,0.4409218728542328,0.0,-0.4409218728542328,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/84481
38,23033,newline,0.4400312602519989,0.0,-0.4400312602519989,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/23033
39,128712,newline,0.42726561427116394,0.0,-0.42726561427116394,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128712
76,4704,endheader,0.4251406192779541,0.0,-0.4251406192779541,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4704
77,91599,endheader,0.42259374260902405,0.0,-0.42259374260902405,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91599
78,96162,endheader,0.41948437690734863,0.0,-0.41948437690734863,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96162
56,18365,asst,0.42964062094688416,0.01040625013411045,-0.41923436522483826,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18365
79,10008,endheader,0.4155312478542328,0.0,-0.4155312478542328,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/10008
80,67341,endheader,0.41115623712539673,0.0,-0.41115623712539673,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67341
57,49979,asst,0.4094843864440918,0.0,-0.4094843864440918,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49979
58,36755,asst,0.4077968895435333,0.0,-0.4077968895435333,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/36755
40,54587,newline,0.38968750834465027,0.0,-0.38968750834465027,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54587
81,87143,endheader,0.9825937747955322,0.5939531326293945,-0.3886406421661377,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/87143
59,98442,asst,0.3878437578678131,0.0,-0.3878437578678131,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98442
82,10648,endheader,0.37669530510902405,0.0,-0.37669530510902405,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/10648
83,60269,endheader,0.37556248903274536,0.0,-0.37556248903274536,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/60269
60,98456,asst,0.38251563906669617,0.008140625432133675,-0.37437501549720764,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98456
41,1287,newline,0.3664531111717224,0.0,-0.3664531111717224,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1287
61,36014,asst,0.36473438143730164,0.0,-0.36473438143730164,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/36014
84,306,endheader,0.3646796941757202,0.0,-0.3646796941757202,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/306
62,33688,asst,0.37450000643730164,0.011171874590218067,-0.36332812905311584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33688
85,66587,endheader,0.35804688930511475,0.0,-0.35804688930511475,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66587
42,71888,newline,0.3549843728542328,0.0,-0.3549843728542328,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71888
43,25964,newline,0.35350000858306885,0.0,-0.35350000858306885,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25964
44,66961,newline,0.3519531190395355,0.0,-0.3519531190395355,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66961
86,52609,endheader,0.3483593761920929,0.0,-0.3483593761920929,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52609
87,105770,endheader,0.34336718916893005,0.0,-0.34336718916893005,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/105770
63,114108,asst,0.46332812309265137,0.12449999898672104,-0.33882811665534973,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114108
64,37833,asst,0.3355781137943268,0.0,-0.3355781137943268,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37833
65,100302,asst,0.3336406350135803,0.0,-0.3336406350135803,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100302
88,66779,endheader,0.3253124952316284,0.0,-0.3253124952316284,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66779
89,82334,endheader,0.4340781271457672,0.1103828102350235,-0.3236953020095825,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82334
45,27811,newline,0.3229609429836273,0.0,-0.3229609429836273,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27811
46,14650,newline,0.31917187571525574,0.0,-0.31917187571525574,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/14650
66,90885,asst,0.31529688835144043,0.0,-0.31529688835144043,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90885
