source,feature_id,activation_mean,activation_max,activation_min,num_prompts,chat_desc,pt_desc,type,link
qwen_trainer1_layer11_newline,47209,3.212128162384033,5.857213973999023,0.0,67,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=47209
qwen_trainer1_layer11_newline,63631,2.9311304092407227,7.802638053894043,0.0,129,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=63631
qwen_trainer1_layer11_newline,65314,2.6473114490509038,3.8823182582855225,0.0,119,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=65314
qwen_trainer1_layer11_newline,51935,2.5769858360290527,5.468415260314941,0.0,55,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=51935
qwen_trainer1_layer11_newline,129509,2.1764965057373047,4.010434627532959,0.0,70,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=129509
qwen_trainer1_layer11_newline,77209,2.01643443107605,2.7291676998138428,0.0,44,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=11&trainer=1&fids=77209
qwen_trainer1_layer15_asst,97280,35.760589599609375,38.52940368652344,31.579519271850582,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=97280
qwen_trainer1_layer15_asst,60017,27.951784133911133,31.01458549499512,22.430551528930664,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=60017
qwen_trainer1_layer15_asst,104779,15.364954948425291,17.215526580810547,13.282651901245115,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=104779
qwen_trainer1_layer15_asst,106337,10.591737747192385,15.136703491210938,6.341715335845947,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=106337
qwen_trainer1_layer15_asst,45904,6.571596622467041,8.580695152282715,3.8379335403442383,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=45904
qwen_trainer1_layer15_asst,74778,5.873220920562744,11.85996437072754,0.0,123,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=74778
qwen_trainer1_layer15_asst,102475,5.725894927978516,9.153765678405762,2.1059844493865967,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=102475
qwen_trainer1_layer15_asst,29984,4.633429050445557,8.302396774291992,0.0,99,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=29984
qwen_trainer1_layer15_asst,18825,4.298097610473633,10.179361343383787,0.0,61,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=18825
qwen_trainer1_layer15_asst,108932,4.040011405944824,8.502108573913574,0.0,85,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=108932
qwen_trainer1_layer15_asst,42117,3.9611117839813232,8.538650512695312,0.0,82,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=42117
qwen_trainer1_layer15_asst,63229,3.8932204246521,9.805975914001465,0.0,67,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=63229
qwen_trainer1_layer15_asst,8153,2.820289373397827,5.833892345428467,0.0,49,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=8153
qwen_trainer1_layer15_asst,129579,2.386084079742432,3.615278005599976,0.0,100,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=129579
qwen_trainer1_layer15_newline,79103,19.831233978271484,23.09293556213379,17.3786678314209,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=79103
qwen_trainer1_layer15_newline,77753,15.273704528808594,19.22435760498047,8.113990783691406,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=77753
qwen_trainer1_layer15_newline,29355,9.451478004455566,17.920085906982422,2.0316081047058105,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=29355
qwen_trainer1_layer15_newline,106922,7.623155117034912,12.28226089477539,0.0,139,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=106922
qwen_trainer1_layer15_newline,104779,7.437439918518066,10.416385650634766,1.8371479511260984,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=104779
qwen_trainer1_layer15_newline,129579,6.930179595947266,9.02652645111084,4.4476318359375,140,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=129579
qwen_trainer1_layer15_newline,32199,6.304677963256836,13.790882110595703,0.0,120,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=32199
qwen_trainer1_layer15_newline,118057,5.092618465423584,7.5628252029418945,0.0,42,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=118057
qwen_trainer1_layer15_newline,85445,4.839037895202637,8.044800758361816,0.0,121,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=85445
qwen_trainer1_layer15_newline,49123,4.476788520812988,10.54895305633545,0.0,84,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=49123
qwen_trainer1_layer15_newline,45904,4.450119972229004,6.659377098083496,0.0,139,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=45904
qwen_trainer1_layer15_newline,18825,4.200303077697754,8.109996795654297,0.0,44,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=18825
qwen_trainer1_layer15_newline,43645,3.9144020080566406,5.917298793792725,0.0,59,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=43645
qwen_trainer1_layer15_newline,89928,3.906806468963623,6.287290573120117,0.0,135,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=89928
qwen_trainer1_layer15_newline,59837,3.587470531463623,8.388858795166016,0.0,84,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=59837
qwen_trainer1_layer15_newline,78505,3.1940457820892334,6.857690334320068,0.0,102,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=78505
qwen_trainer1_layer15_newline,116146,3.1509318351745605,5.612979888916016,0.0,43,,,,https://completely-touched-platypus.ngrok-free.app/?model=qwen&layer=15&trainer=1&fids=116146
